Pressure (psi),PI (psi/bbl),Initial Watercut (%),GOR (scf/stb),Temperature Res. (F),ID tubing (in),FTP(Flowing Tubing Pressure) (psig),Killing Fluid (psi/),Max CHP (Psig),Gas Gravity,API,Depth of Reservoir,Depth of Tubing,Max Depth Injection,AOF (STB/d),Max Oil Rate (STB/d),Injected Gas Rate (MMscf/D),Injection Pressure (psig),Liquid rate (STB/d)
656.21,0.767,19.38,196.177,170.15,2.414704985,96.79,0.355,689.74,0.728,48.858,3331,2636,2576,285.5,186.269,0.00564,614.74,231.046
657.13,1.266,23.21,228.112,179.46,2.375519652,112.07,0.49,694.97,0.609,46.173,3056,2651,2591,474.3,293.905,0.028314,569.97,382.738
657.54,1.124,8.17,233.729,178.12,2.581301406,94.78,0.56,697.03,0.898,43.629,3068,2819,2759,413.7,316.426,0.021275,572.03,344.578
657.72,0.858,16.57,199.892,174.71,2.369227868,93.99,0.508,701.58,0.768,48.12,3216,2801,2741,318.9,233.037,0.32653,576.58,279.321
658,1.833,25.48,195.074,176.36,2.347277511,93.89,0.544,690.03,0.749,46.453,3210,2704,2644,689.7,441.929,0.25406,565.03,593.033
658.59,2.391,18.64,219.083,176.22,2.382715368,95.38,0.411,687.32,0.874,46.293,3176,2915,2855,892.2,624.935,0.19984,562.32,768.111
658.61,2.002,16.02,212.413,179.97,2.506249864,105.26,0.511,686.16,0.967,46.678,3356,2813,2753,817.6,588.208,0.30129,561.16,700.414
659.54,0.863,22.07,218.334,172.17,2.295160638,99.6,0.5,687.01,0.89,47.797,3384,2802,2742,337.2,225.35,0.16897,562.01,289.169
659.66,1.588,24.44,246.24,179.19,2.437180833,103.38,0.444,690.84,1.018,44.311,3213,2665,2605,598.2,386.909,0.30908,565.84,512.055
660.04,1.545,19.91,216.109,168.47,2.522569991,100.49,0.406,686.69,0.88,45.178,3423,2797,2737,578.8,394.328,0.22867,611.69,492.357
660.46,0.943,23.98,209.089,171.24,2.55453538,104.31,0.444,679.34,0.755,42.263,3248,2765,2705,355.4,226.985,0.13417,554.34,298.585
660.48,2.174,15.09,225.312,173.4,2.472440054,94.94,0.341,698.93,1.017,47.136,3184,2716,2656,897.8,656.326,0.24105,623.93,772.966
661.26,1.504,16.6,261.378,177.48,2.450883059,102.84,0.516,699.17,0.852,46.555,3251,2651,2591,562,403.153,0.3162,574.17,483.397
661.95,1.899,20.57,251.297,179.05,2.309356088,94.29,0.38,688.54,0.984,43.671,3304,2761,2701,714,488.249,0.21304,613.54,614.691
661.97,2.125,24.49,192.281,174.84,2.577400775,102.57,0.349,694.28,0.946,45.397,3154,2814,2754,911.7,590.013,0.29522,619.28,781.37
662.97,2.69,27.65,218.57,171.9,2.422481689,99.78,0.519,693.83,0.727,47.376,3179,2817,2757,1023.3,631.966,0.1897,568.83,873.285
663.07,1.438,25.72,232.377,175.36,2.4473504,95.22,0.247,699.65,0.954,47.708,3147,2846,2786,570.1,358.225,0.049696,624.65,482.263
663.54,1.931,18.48,197.773,176.71,2.453137216,104.05,0.382,690.2,0.771,45.958,3258,2622,2562,725.9,504.879,0.3175,615.2,619.331
663.84,1.803,16.67,240.198,177.6,2.675055,106.74,0.515,681.51,0.869,45.43,3238,2679,2619,676.4,484.794,0.34194,556.51,581.776
664.48,1.585,23.05,203.147,176.59,2.636832763,107.03,0.452,692.33,1.039,47.514,3271,2799,2739,720.2,464.891,0.20532,567.33,604.147
665.26,1.866,18.33,247.74,175.77,2.312237066,107.45,0.542,692.62,1.017,46.366,3404,2810,2750,717,498.742,0.27367,567.62,610.68
665.43,1.669,22.3,188.592,173.39,2.478670081,99.54,0.276,680.6,0.967,44.684,3097,2710,2650,730.8,486.75,0.30451,605.6,626.448
666.69,1.164,14.77,180.215,173.28,2.506235597,103.48,0.65,691.96,0.988,44.017,3096,2722,2662,522.5,381.983,0.3509,516.96,448.179
667.15,1.316,12.94,215.624,174,2.314716933,99.67,0.537,686.73,0.809,45,3248,2796,2736,494.1,372.73,0.30051,561.73,428.13
667.47,2.356,21.11,219.548,170.71,2.403383029,108.14,0.335,686.34,0.942,43.966,3219,2740,2680,903.3,604.393,0.28564,611.34,766.121
667.79,1.36,19.27,241.348,175.16,2.514069421,96.47,0.441,689.77,0.863,45.494,3479,2786,2726,515,362.84,0.28022,564.77,449.448
668.67,2.026,21.51,198.097,172.39,2.542458439,104.25,0.588,692.2,0.855,46.216,3205,2857,2797,819.4,554.6,0.28093,517.2,706.587
668.82,1.585,26.21,203.446,168.35,2.295654223,99.31,0.581,686.34,0.98,40.145,3169,2846,2786,618.3,409.069,0.60122,561.34,554.369
669.1,1.006,21.12,245.416,171.76,2.461807886,98.31,0.36,692.2,0.893,44.375,3146,2625,2565,382.5,261.916,0.33265,617.2,332.044
669.67,1.701,16.34,231.4,173.99,2.467078626,97.29,0.481,687.72,0.788,40.723,3195,2754,2694,643.6,467.566,0.288986,562.72,558.888
669.92,1.782,17.11,249.171,176.68,2.422640723,105.86,0.381,692.9,0.836,41.612,3169,2770,2710,675.1,480.808,0.2985,617.9,580.055
670.87,1.922,17.98,246.317,172.57,2.394813696,110.8,0.492,687.73,0.892,45.35,3212,2806,2746,730,511.033,0.28925,562.73,623.059
670.89,1.912,18.56,171.979,175.15,2.561797546,103.92,0.587,684.73,0.758,43.161,3264,2725,2665,736.7,515.848,0.35815,559.73,633.409
672.61,1.344,23.15,203.635,176.33,2.505590505,100.04,0.351,686.19,0.953,48.462,3226,2723,2663,599.8,378.265,0.033312,611.19,492.213
673.71,1.743,15.96,239.498,176.69,2.42972689,97.54,0.42,692.07,0.791,46.137,3216,2615,2555,663.2,480.794,0.26056,617.07,572.102
674.45,2.149,24.43,254.063,177.65,2.490831339,101.65,0.29,694.17,0.87,43.37,3264,2746,2686,827.6,538.651,0.23979,619.17,712.784
675.26,0.884,23.64,215.834,171.86,2.599199334,97.52,0.472,689.26,0.826,43.462,3342,2694,2634,340.4,226.897,0.31833,564.26,297.141
675.98,1.873,11.98,219.553,178.56,2.426764811,90.57,0.389,687.41,0.964,45.896,3072,2669,2609,764.5,585.562,0.2367,612.41,665.26
677.04,2.001,23.93,257.028,173.55,2.279033944,101.41,0.392,690.79,1.009,41.728,3286,2730,2670,773,479.699,0.012153,615.79,630.602
678.01,1.215,18.16,247.533,177.47,2.443315128,102.27,0.558,689.68,0.894,42.351,3202,2736,2676,466.5,331.367,0.32359,564.68,404.896
679.08,1.469,19.44,215.063,172.87,2.573671848,105.52,0.537,695.85,0.881,45.448,3251,2718,2658,575,399.24,0.29808,570.85,495.581
679.39,1.748,21.31,249.69,174.08,2.465021361,97.32,0.425,689.85,0.91,43.671,3310,2636,2576,675.2,459.284,0.26296,614.85,583.662
680.16,1.785,13,224.611,179.49,2.389203967,97.9,0.564,683.17,0.698,49.95,3311,2790,2730,683.3,501.164,0.020863,508.17,576.051
681.29,1.321,20.64,215.929,176.65,2.547010982,96.61,0.295,688.91,0.716,41.359,3171,2669,2609,511.2,352.832,0.28241,613.91,444.596
681.88,1.511,12.14,222.352,175.38,2.352294992,97.42,0.377,682.1,0.959,43.279,3287,2773,2713,585.5,428.912,0.018952,607.1,488.176
682.16,1.455,22.17,216.261,171.23,2.242061389,102.06,0.456,691.21,1.019,46.159,3381,2716,2656,644.8,428.831,0.26331,566.21,550.984
682.46,1.269,16.64,252.001,175.3,2.456258182,99.39,0.492,692.14,0.822,41.735,3242,2755,2695,489.5,356.379,0.2092,567.14,427.518
682.5,1.596,24.2,193.151,174.69,2.473636868,93.75,0.463,686.78,0.856,42.623,3190,2595,2535,633.4,416.248,0.27454,561.78,549.14
683.15,1.204,22.04,210.266,168.29,2.459682057,98.63,0.33,695.49,0.864,43.818,3278,2755,2695,468.1,318.532,0.29888,620.49,408.584
683.65,0.982,25.75,267.443,174,2.357328337,91.51,0.375,692.85,0.797,45.349,3249,2752,2692,394.1,251.481,0.26149,617.85,338.694
684.16,1.3,19.16,243.597,173.14,2.529395796,103.65,0.452,681.85,0.726,48.073,3342,2763,2703,504.3,357.06,0.34268,556.85,441.687
684.39,2.031,25.87,185.9,175.53,2.441400351,98.74,0.297,681.87,0.917,43.19,3260,2770,2710,885.6,564.795,0.24836,606.87,761.898
684.99,1.331,17.29,206.579,175.25,2.35496114,101.46,0.339,685.62,0.84,47.09,3282,2850,2790,541.2,398.66,0.2647,610.62,471.116
686.82,2.486,18,193.847,177.22,2.422918666,98.05,0.518,682.59,0.783,45.348,3143,2766,2706,973.1,687.887,0.2076,557.59,838.887
687.86,1.588,24.15,229.524,178.13,2.334960857,96.64,0.47,698.04,0.781,45.832,3298,2712,2652,623.5,409.908,0.21466,573.04,540.42
687.9,2.278,20.46,235.296,174.76,2.480147743,98.51,0.371,697.09,1.037,45.883,3205,2875,2815,970.3,668.266,0.28773,622.09,840.163
688.17,1.009,17.89,195.23,175.67,2.268551553,103.6,0.509,692.89,0.892,42.909,3179,2714,2654,414.7,279.717,0.018114,567.89,340.661
689.02,2.07,25.32,219.572,177.85,2.343930649,98.14,0.475,684.27,1.058,46.989,3190,2689,2629,954.3,607.862,0.21762,559.27,813.956
689.26,1.838,24.1,226.321,173.24,2.406922296,101.61,0.593,690.83,0.924,40.444,3379,2622,2562,723.1,470.955,0.28221,565.83,620.494
689.64,2.089,17.82,253.935,179.07,2.490354573,108.61,0.55,696.82,0.724,44.448,3133,2640,2580,815.4,587.79,0.46802,571.82,715.247
690.14,1.736,26.58,203.353,177.48,2.26282256,105.7,0.505,689.12,1.004,45.881,3189,2625,2565,801.4,522.948,0.70534,564.12,712.269
690.82,1.396,20.42,199.126,172.71,2.509993248,100.25,0.354,698.02,0.775,46.839,3245,2571,2511,557.1,365.207,0.017612,623.02,458.918
690.89,1.908,23.63,147.845,177.74,2.56316218,100.98,0.416,686.12,0.855,46.003,3425,2577,2517,954.8,617.848,0.34574,611.12,809.019
691.08,0.92,26.61,221.858,174.98,2.507693608,98.04,0.364,681.76,0.802,43.496,3248,2703,2643,364.2,233.591,0.28097,606.76,318.288
691.37,1.591,19.86,216.782,173.65,2.429188614,97.73,0.565,696.9,0.817,45.722,3177,2624,2564,624.2,433.761,0.26082,571.9,541.254
692.36,1.943,23.58,191.407,177,2.34395456,91.68,0.451,680.69,0.762,43.518,3161,2552,2492,767.2,506.679,0.24236,605.69,663.019
692.6,1.292,16.79,212.544,169.49,2.363292024,90.4,0.35,690.62,0.867,45.889,3388,2810,2750,526.4,386.008,0.23618,615.62,463.897
693.79,1.601,7.67,207.517,170.06,2.437112168,94.95,0.368,685.58,0.992,44.425,3388,2786,2726,661.6,533.451,0.25285,610.58,577.766
693.85,1.296,13.13,213.007,178.32,2.635634326,98.85,0.65,685.17,0.981,47.166,3286,2954,2894,583,446.182,0.2766,510.17,513.62
694.95,1.013,15.48,223.935,173.79,2.493884974,98.71,0.543,691.42,0.977,48.258,3361,2750,2690,451.8,334.213,0.28541,566.42,395.425
696.26,2.325,18.18,211.776,171.8,2.290507784,108.59,0.535,693.24,0.841,44.989,3162,2817,2757,916.9,637.68,0.20473,568.24,779.37
697.06,1.824,21.03,233.199,172.9,2.576569951,101.89,0.388,692.8,0.849,43.11,3090,2705,2645,722.7,495.212,0.25092,617.8,627.088
697.85,2.306,25.48,233.284,176.74,2.571528042,97.43,0.407,684.68,0.782,46.849,3238,2813,2753,920.3,596.879,0.17608,609.68,800.965
700.17,2.548,28.98,201.375,171.86,2.416599566,107.65,0.422,697.02,0.831,43.029,3224,2751,2691,1025.7,621.205,0.25239,622.02,874.69
701.82,2.414,24.22,237.006,178.98,2.434257817,100.69,0.359,692.63,0.727,48.026,3305,2900,2840,967.1,635.815,0.14143,617.63,839.027
702.26,0.738,16.99,264.107,177.91,2.109261104,103.33,0.379,688.93,0.816,48.22,3391,2894,2834,293,223.212,0.70604,613.93,268.898
703.31,1.361,16.84,239.799,176.29,2.482553727,101.77,0.421,698.18,0.81,47.501,3116,2705,2645,541.1,391.6,0.25095,623.18,470.9
704.86,1.558,3.74,198.76,178.99,2.6390323,109.48,0.698,684.11,0.895,42.307,3270,2781,2721,640.1,512.608,0.033032,459.11,532.524
704.9,1.928,11.76,219.658,180.98,2.39493137,99.15,0.518,688.34,0.982,44.661,3341,2634,2574,832.1,633.488,0.22174,562.34,717.915
705.33,1.371,18.8,191.129,178.29,2.478775218,101.84,0.554,685.37,0.748,42.447,3485,2685,2625,548,369.881,0.022132,560.37,455.519
705.54,1.398,16.29,217.263,174.89,2.469167881,103.84,0.395,697.13,0.74,45.681,3303,2946,2886,557.3,409.639,0.27487,622.13,489.355
706.42,1.304,21.41,243.611,172.29,2.437025136,93.32,0.356,689.77,0.844,44.683,3295,2767,2707,523.8,362.834,0.22493,614.77,461.68
707.22,1.29,22.04,227.938,178.21,2.483257426,107.15,0.434,687.47,0.857,44.859,3298,2704,2644,519.3,350.86,0.27741,562.47,450.051
709.82,1.348,18.32,218.264,176.69,2.441262269,98.26,0.535,691.57,0.91,44.492,3235,2855,2795,562.9,404.599,0.23955,566.57,495.347
710.57,0.823,15.45,226.097,172.6,2.36130835,98.75,0.484,695.69,0.903,43.986,3215,2850,2790,330.1,238.411,0.027567,570.69,281.976
711.71,1.903,17.5,218.833,168.54,2.682625429,100.54,0.313,697.95,0.825,44.738,3174,2620,2560,766.3,548.683,0.22688,622.95,665.07
712.39,1.062,28.24,186.426,173.99,2.554960001,98.21,0.604,690.74,0.932,46.1,3397,2746,2686,520.9,326.076,0.28042,515.74,454.397
712.8,0.524,14.9,192.223,172.92,2.3540868,98.03,0.372,693.01,0.774,44.393,3205,2625,2565,213.8,159.633,0.31095,618.01,187.583
715.4,1.615,16.34,219.95,172.16,2.587045337,106.81,0.335,681.24,0.965,46.794,3283,2681,2621,740.1,535.011,0.25485,606.24,639.507
717.64,1.895,25.05,245.247,170.3,2.512635721,106.92,0.296,689.04,0.916,45.909,3274,2881,2821,777.3,507.101,0.19563,614.04,676.586
718.51,2.035,18.25,223.107,171.71,2.619160311,92.46,0.5,690.25,0.905,43.682,3117,2639,2579,838.2,601.023,0.1975,565.25,735.196
719.04,1.149,19.21,248.941,175.33,2.362710807,93.37,0.594,688.87,0.782,42.407,3237,2648,2588,468.5,332.377,0.23427,563.87,411.408
719.59,2.547,15.78,206.463,177.58,2.267704159,105.77,0.385,688.2,0.937,46.18,3225,2783,2723,1185.6,829.557,0.031003,613.2,984.988
719.83,0.832,28.61,197.591,173.44,2.59470217,101.42,0.4,691.34,0.877,43.734,3226,2530,2470,372.2,230.302,0.28088,616.34,322.597
720.06,2.148,16.56,236.826,176.36,2.357268591,101.62,0.428,691.59,0.956,48.599,3277,2827,2767,967.6,695.32,0.10652,566.59,833.318
721.05,1.551,28.99,209.269,176.86,2.601342718,101.33,0.355,685.89,0.941,48.334,3288,2724,2664,753.6,438.973,0.006145,610.89,618.185
721.37,1.093,10.92,229.119,172.78,2.336732115,102.03,0.535,682.41,1.063,43.099,3323,2614,2554,490.6,379.2,0.27451,557.41,425.685
722.27,1.931,31.08,193.671,176.47,2.498427659,101.87,0.5,688.11,0.824,44.157,3296,2814,2754,851,509.611,0.18669,563.11,739.424
724.96,2.008,12.56,201.898,174.01,2.341440637,105.06,0.485,694.17,0.9,45.068,3203,2671,2611,917.4,686.708,0.17776,569.17,785.348
726.37,0.846,16.96,205.345,174.79,2.673953524,114.9,0.581,693.18,0.802,43.942,3188,2634,2574,347.5,245.594,0.22102,568.18,295.754
727.64,1.09,19.84,218.493,176.09,2.446162488,95.4,0.322,687.34,0.916,47.103,3268,2816,2756,501,345.881,0.0336,612.34,431.489
730.26,1.226,18.1,221.351,179.33,2.287660201,101.89,0.409,689.34,0.842,47.098,3217,2749,2689,526.6,376.04,0.20389,614.34,459.146
730.29,1.247,21.85,235.62,177.15,2.350803932,99.09,0.552,685.13,0.732,45.149,3250,2739,2679,518.2,345.553,0.18914,560.13,453.683
731.03,0.723,24.07,200.143,175.54,2.355322648,99.88,0.621,686.76,1.007,44.16,3219,2830,2770,301.7,202.978,0.25077,511.76,267.323
732.61,1.889,19.61,214.564,174.68,2.425088077,103.42,0.542,687.39,1.044,43.419,3325,2438,2378,906.1,622.95,0.24278,562.39,774.91
732.76,1.83,27.84,209.6,176.6,2.540257426,99.5,0.413,691.67,0.763,42.202,3241,2681,2621,769.7,485.245,0.21127,616.67,672.458
735.42,1.847,13.85,193.139,176.4,2.401644589,93.98,0.439,683.84,1.029,43.864,3329,2666,2606,938,700.401,0.20922,608.84,813.002
735.52,1.269,17.93,207.75,178.99,2.540625779,105.65,0.408,696.2,0.972,44.442,3282,2697,2637,605.5,432.567,0.26618,621.2,527.071
735.93,1.131,14.27,197.396,171.82,2.406757838,99.09,0.438,687.07,0.817,44.921,3380,2690,2630,503.4,377.915,0.22139,562.07,440.82
736.23,1.941,31.2,185.515,174.56,2.567949261,99.48,0.531,696.53,0.936,43.86,3167,2677,2617,974.9,580.109,0.21996,571.53,843.182
737.75,2.035,29.36,223.744,174.63,2.446268599,102.81,0.426,693.32,0.672,46.413,3363,2649,2589,863.7,529.642,0.18147,618.32,749.776
737.79,1.695,15.97,200.576,174.42,2.302051908,99.14,0.603,694.65,0.739,44.225,3292,2786,2726,706.2,518.199,0.19854,569.65,616.683
742.54,2.213,8.65,211.899,175.88,2.535218586,99.04,0.566,696,0.873,42.057,3235,2708,2648,927.7,739.004,0.17188,571,808.981
742.63,0.911,27.51,208.736,181.41,2.439095464,99.06,0.56,693.36,0.927,44.592,3334,2778,2718,431.7,263.966,0.012726,568.36,364.141
742.7,2.219,17.48,203.191,171.38,2.46771287,97.53,0.519,694.19,0.808,41.719,3190,2808,2748,932.5,672.047,0.13382,569.19,814.405
744.43,2.191,15.68,167.179,179.91,2.481582108,106.83,0.463,692.35,0.821,41.1,3196,2674,2614,1032,749.026,0.21204,567.35,888.313
746.06,1.215,35.02,200.832,175.09,2.342752518,98.43,0.783,689.84,0.91,47.76,3445,2839,2779,623.3,340.548,0.02481,414.84,524.081
747.41,2.004,19.49,210.37,177.53,2.406653245,100.5,0.559,689.45,0.959,44.418,3189,2769,2709,966.8,675.802,0.15575,564.45,839.401
754.55,1.379,20.51,211.548,173.7,2.307960491,98.7,0.429,689.04,0.95,45.642,3241,3034,2974,684.4,480.053,0.12622,564.04,603.916
755.09,2.368,14.12,215.16,173.93,2.188549078,94.5,0.5,690.86,0.896,47.772,3193,2874,2814,1156.6,898.27,0.51472,565.86,1045.96
755.16,1.096,22.17,238.522,173.03,2.66168117,96.59,0.64,686.29,0.938,46.662,3180,2678,2618,510.7,352.601,0.20969,511.29,453.04
755.4,0.812,25.87,252.106,174.11,2.328497938,105.82,0.496,695.34,0.846,45.23,3448,2624,2564,351,227.191,0.2069,570.34,306.477
755.96,1.278,14.96,200,175.01,2.419614203,95.74,0.261,688.99,1.081,47.928,3106,2882,2822,714.7,511.182,0.14126,613.99,601.108
758.3,0.396,17.01,207.081,177.71,2.385853499,102.97,0.594,694.45,0.862,44.426,3434,2660,2600,183.7,134.175,0.26637,569.45,161.676
759.59,1.274,26.08,220.015,177.57,2.548482264,97.74,0.45,688.39,0.707,45.657,3320,2821,2761,553.9,364.101,0.16944,563.39,492.56
763.37,1.16,20.77,183.967,175.73,2.532178131,106.18,0.349,678.19,0.807,46.075,3107,2851,2791,581.5,404.899,0.18866,603.19,511.042
765.25,1.023,20.29,228.149,174.04,2.521712433,93.75,0.473,687.07,0.837,46.691,3260,2633,2573,462.5,327.484,0.19167,562.07,410.845
766.53,1.112,19.42,206.87,180.8,2.4935461,112.6,0.397,697.49,0.874,43.561,3306,2871,2811,521.9,369.307,0.25548,622.49,458.311
766.9,1.424,22.07,213.326,168.43,2.183837544,103.47,0.521,686.73,0.806,43.697,3340,2685,2625,625.8,426.686,0.20228,561.73,547.524
768.07,1.622,27.76,253.292,172.88,2.409101162,105.64,0.3,682.69,0.969,47.028,3252,2734,2674,772.7,486.39,0.11925,607.69,673.297
768.11,1.636,16.5,188.343,172.62,2.56475681,103.82,0.512,691.5,0.749,45.585,3186,2931,2871,770.3,568.217,0.16412,566.5,680.499
769.89,1.428,26.01,243.379,175.94,2.476172861,111.65,0.364,687.34,0.885,44.115,3365,2764,2704,629.3,406.996,0.17879,612.34,550.069
772.14,1.936,18.15,213.946,172.67,2.487973915,97.21,0.581,684.69,1.06,47.859,3305,2903,2843,1075.9,770.193,0.12185,509.69,940.981
773.03,1.028,16.19,215.375,170.4,2.489880478,92.78,0.368,693.89,0.956,48.04,3193,2739,2679,543.7,404.7,0.1711,618.89,482.878
773.87,1.709,16.3,213.282,173.75,2.367642032,97.39,0.48,692.02,0.767,44.818,3211,2847,2787,747.2,552.968,0.12094,567.02,660.655
773.97,1.581,23.8,225.634,177.47,2.66747964,96.34,0.462,690.9,0.954,46.432,3142,2685,2625,797.9,536.945,0.14047,565.9,704.652
775.7,1.603,22.71,240.221,176.73,2.46366602,89.92,0.33,692.68,0.93,43.262,3192,2771,2711,720.2,495.91,0.10691,617.68,641.623
776.06,2.092,24.08,198.614,181.19,2.511042714,96.74,0.477,695.64,0.895,44.667,3463,2830,2770,1068.1,712.853,0.11222,571.64,938.953
776.92,2.467,11.49,176.049,175.2,2.569157646,95.78,0.365,697.27,0.677,47.241,3372,2756,2696,1183,962.73,5993,622.27,1087.71
781.48,2.109,15.18,231.187,172.39,2.376269481,99.1,0.409,696.61,0.755,43.377,3119,2798,2738,929.9,690.562,0.05539,621.61,814.15
792.76,1.404,27.31,211.398,181.99,2.300844924,98.97,0.422,692.89,0.757,44.727,3203,2976,2916,638.3,407.673,0.024111,567.89,560.838
793.67,1.68,22.25,246.136,177.29,2.523092466,97.41,0.403,693.76,0.951,41.615,3239,2745,2685,759.1,523.68,0.12077,618.76,673.543
801.3,1.552,26.1,247.558,174.87,2.566571471,98.58,0.406,678.07,0.884,44.757,3289,2721,2661,719.6,472.387,0.11601,603.07,639.225
806.75,1.311,17.03,194.231,172.09,2.682071703,94.52,0.59,692.27,0.988,42.848,3340,2796,2736,736.2,542.899,0.12956,517.27,654.331
810.01,1.197,20.42,214.403,176.91,2.43675266,93.82,0.486,698.18,0.935,44.478,3164,2988,2928,637.7,444.812,0.0034554,573.18,558.95
811.9,0.877,17.38,249.794,171.91,2.495404448,91.77,0.497,692.25,0.899,47.244,3267,2796,2736,435.3,324.33,0.12691,567.25,392.556
816.93,2.022,16.55,209.667,184.86,2.618955419,99.19,0.385,685.25,0.887,44.948,3142,2636,2576,1070.6,788.125,0.074302,610.25,944.428
824.37,1.171,17.77,190.234,173.34,2.521487063,107.84,0.578,683.88,1.035,45.487,3327,2899,2839,720.8,520.376,0.1666,508.88,632.83
840.88,1.802,21.26,218.468,171.68,2.565325366,102.64,0.377,696.03,0.817,45.085,3367,2802,2742,939.2,655.259,0.0444,621.03,832.18
847.78,1.22,14.8,239.302,180.61,2.425682833,103.18,0.451,689.63,0.973,47.623,3404,2611,2551,696.1,523.821,0.06977,564.63,614.814
857.63,1.565,22.43,212.53,172.89,2.620489308,93.2,0.33,691.27,0.928,45.285,3171,2710,2650,923.2,638.398,0.052087,616.27,822.996
859.94,1.5,19,240.168,176.15,2.360738187,93.08,0.459,689.72,0.697,45.215,3260,2735,2675,731.2,531.714,0.029649,564.72,656.438
868.48,1.529,15.02,203.269,173.97,2.4969769,98.31,0.413,690.22,0.792,45.482,3235,2641,2581,859.7,650.204,0.047204,615.22,765.125
877.47,1.811,25.93,206.34,176,2.462237381,107.13,0.601,700.51,0.979,42.418,3391,2624,2564,1107.5,716.804,0.071639,575.51,967.739
898.73,1.459,20.39,198.003,173.77,2.353191948,103.81,0.455,690.78,0.835,47.854,3338,2746,2686,932.6,653.682,0.026968,565.78,821.106
1450,1.5,0,330,189,2.991,100,0.465,690,0.88,45.371,4101,3668,2700,1458.7,281.645,0.52842,665,281.645
1121.66,1.706,0,317.697,188.47,2.690980907,92.43,0.624,679.41,0.714,45.652,4099,3666,2698,1062.2,909.911,0.72402,454.4,909.911
1146.79,1.523,0.41,341.448,187.92,2.821783642,102.45,0.472,696.49,0.974,48.044,4145,3712,2744,1383.5,1114.8,0.2214,521.49,1037.56
1165.21,1.832,5.57,320.07,187.74,3.06756552,99.39,0.55,694.58,0.64,45.247,4184,3751,2783,1192,1106.77,0.19921,469.57,1106.77
1184.5,1.858,2.39,312.185,188.45,2.897353927,101.22,0.629,684.8,1.038,43.69,4056,3623,2655,1219.8,1135.92,0.21053,459.79,1135.92
1185.75,1.651,1.38,370.023,191.3,3.005436402,101.85,0.348,691.7,0.853,45.322,4154,3721,2753,1351.9,1015.51,0.25211,459.79,1015.51
1187.73,1.682,1.33,280.239,181.14,2.994533908,100.9,0.618,700.68,0.912,42.495,4192,3759,2791,1294.9,1191,0.22468,475.68,1206.93
1199.41,1.676,12,309.45,188.46,3.009879982,99.74,0.586,684.86,1.007,46.22,4038,3605,2637,1381.2,1135.15,0.20579,459.86,1289.94
1202.1,2.178,2.86,291.291,192.64,2.978979979,102.15,0.394,696.39,0.765,45.193,4181,3748,2780,1551.8,1389.15,0.66357,571.38,1430.05
1212.81,1.778,9.55,346.284,185.27,2.98531595,96.84,0.533,687.23,0.833,44.339,4020,3456,2488,1209.1,1024.93,0.18967,512.23,1132.52
1217.87,1.89,0.53,316.849,188.64,3.022188544,93.43,0.584,698.67,0.816,42.899,4064,3753,2785,1302.7,1216.44,0.16961,523.66,1223.59
1225.38,1.73,2.3,284.354,191.1,3.043856818,95.2,0.357,695.95,0.833,43.015,4138,3700,2732,1320.7,1210.48,0.19066,570.95,1238.98
1227.42,1.913,3.8,341.891,191.62,2.978837771,101.74,0.497,685.28,1.056,43.865,4263,3730,2762,1460.4,1337.83,0.16332,570.95,1369.33
1236.13,0.43,3.65,314.632,189.77,3.170961088,100.56,0.525,699.09,0.781,46.183,4073,3788,2820,316.8,287.615,0.38953,524.09,298.48
1238.46,1.694,0,344.223,187.89,2.942564936,94.24,0.419,692.1,0.793,39.377,4203,3615,2647,1162.6,1064.5,0.017656,567.09,1064.5
1242.81,1.697,2.33,318.704,184.16,3.015906215,111.21,0.325,688.5,1.026,43.582,4101,3538,2570,1404.9,1277.46,0.21299,613.5,1307.93
1250.37,2.187,0,326.536,185,2.994352473,105.38,0.576,687.99,0.954,44.35,4062,3536,2568,1757.7,1639.77,0.081273,612.988,1639.77
1253.14,2.114,0,330.379,187.4,2.74978981,101.59,0.401,687.49,0.875,40.745,4194,3518,2550,1493.1,1395.68,0.13945,562.49,1395.68
1260.99,2.313,0,320.377,189.68,3.012776022,100.43,0.509,694.49,0.92,45.17,4203,3866,2898,1885.5,1760.63,0.0095628,519.48,1760.63
1275.39,1.575,4.13,292.283,186.3,2.749543331,100.99,0.31,694.79,0.765,44.103,4124,3700,2732,1219.8,1095.07,0.18661,619.79,1142.13
1276.2,1.845,5.78,356.178,186.61,3.099852179,97.96,0.541,692.39,0.739,45.556,4060,3636,2668,1311.3,1161.72,0.10643,517.38,1232.98
1279.9,1.553,4.37,317.013,191.12,2.966638461,100.64,0.602,689.73,1.042,44.152,4168,3769,2801,1372.2,1227.94,0.14423,464.72,1284.05
1281.31,2.099,1.97,306.619,191.22,2.991109569,96.25,0.542,682.77,0.85,43.67,4282,3710,2742,1680,1545.87,0.071605,457.77,1576.78
1283.16,1.445,0,324.192,187.21,2.919293811,103.87,0.478,691.65,0.884,46.405,4044,3781,2813,1201.3,1114.68,0.075847,516.65,1114.68
1286.08,1.932,0,322.967,186.24,3.058783232,107.18,0.662,690.04,0.998,47.946,4049,3517,2549,1750.5,1623.93,0.08171,415.04,1632.93
1287.66,1.895,0,282.463,185.03,3.011962532,95.29,0.445,692.75,0.895,42.802,4046,3623,2655,1629.3,1531.32,0.12842,567.75,1531.32
